what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920657084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920661291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920663127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920663573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920663691
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323920672343
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1323920677187
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1323920677841
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1323920678748
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323920679077
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920690460
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323920700157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920702587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920702645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920702658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920704640
error,log,,,"Referenced part does not exist yet: org.eclipse.ui.views.ProblemView.",1323920704774
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323920705214
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1323920705377
opened,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1323920705531
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1323920705604
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.BreakpointView",1323920706438
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323920711412
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920711452
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920717953
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323920721412
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323920724253
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920724363
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920730482
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920733157
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920736843
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920738870
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1323920739183
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920750335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920755350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920755384
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920760111
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920761839
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920763959
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920764938
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920765551
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1323920766519
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920769900
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920772816
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920776405
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920779581
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920781846
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323920784567
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920784679
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1323920792535
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1323920792551
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920794117
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1323920824927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1323920826657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323920832911
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323920834711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920839962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920840000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920840023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920841612
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1323920841667
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323920842987
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920843098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920852999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920853050
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920856503
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920858246
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920861136
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920863524
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920864627
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920876884
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323920879017
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1323920892158
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1323920892173
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920896510
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1323920896510
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323920900056
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323920902760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920905211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920905262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920905276
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920905459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920907174
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1323920907230
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323920909987
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920910099
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920911519
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1323920922756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920922779
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920925035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1323920951654
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1323920955699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1323920963125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323920979619
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323920983946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920990882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920990924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920990945
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323920991113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323920993536
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1323920993587
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323920998600
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920998712
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323920999704
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921003440
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921007880
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1323921008272
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1323921014923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921017689
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921017726
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323921019981
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1323921020618
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921022272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921032710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921056289
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921056319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921064053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921111544
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323921113209
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1323921113320
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921115128
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1323921141636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1323921148371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1323921152036
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1323921155142
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1323921156916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921162994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921167997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921189818
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323921203506
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1323921232865
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1323921237894
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921240866
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921240941
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323921307826
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921310960
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1323921313064
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323921314268
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323921318992
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921320832
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323921322812
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1323921325005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921326570
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921326659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921326673
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921326839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921328368
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1323921328433
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921338109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921344974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921349049
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323921352020
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921352130
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921365449
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1323921377739
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921377850
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921379919
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921381231
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921381855
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1323921385398
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1323921403024
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1323921404580
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921404597
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921433701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921472458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921476101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921478304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921481710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921484837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921495417
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921508178
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921509520
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1323921511898
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921517103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921518930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921519366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921530977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921533865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921535482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921540582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921542151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921567401
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921576289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921590887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921592785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921604429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921606070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921606433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921609380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921614809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921616550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921616914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921645177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921649894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921651499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921651873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921659981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921662782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921664320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921666766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921668367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921716287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921722141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921728080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1323921760567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921761700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921794735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921799899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921801676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921802040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921804971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921808601
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921818258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921835560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921837293
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323921837895
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1323921838805
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1323921838859
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1323921838941
